        (947, 1672, 11, 258),
        (948, 1377, 10, 155),
        (949, 3843, 20, 201),
        (950, 3073, 2, 292),
        (951, 3714, 7, 145),
        (952, 2157, 11, 284),
        (953, 4981, 7, 299),
        (954, 3702, 6, 283),
        (955, 2537, 11, 260),
        (956, 3306, 20, 181),
        (957, 4994, 1, 91),
        (958, 766, 17, 254),
        (959, 4649, 18, 176),
        (960, 2492, 15, 152),
        (961, 773, 20, 183),
        (962, 1261, 3, 144),
        (963, 3278, 12, 61),
        (964, 641, 8, 109),
        (965, 3906, 11, 198),
        (966, 3897, 19, 158),
        (967, 1388, 13, 266),
        (968, 1311, 1, 261),
        (969, 1718, 1, 249),
        (970, 639, 15, 59),
        (971, 4616, 14, 269),
        (972, 1497, 17, 62),
        (973, 2013, 1, 284),
        (974, 2943, 20, 227),
        (975, 1715, 6, 126),
        (976, 4553, 16, 67),
        (977, 3571, 2, 292),
        (978, 22, 9, 122),
        (979, 4852, 10, 64),
        (980, 4811, 11, 255),
        (981, 204, 5, 92),
        (982, 1073, 19, 170),
        (983, 1740, 17, 81),
        (984, 3800, 14, 275),
        (985, 4395, 19, 145),
        (986, 4388, 12, 149),
        (987, 2803, 12, 159),
        (988, 1220, 19, 146),
        (989, 3529, 11, 299),
        (990, 2057, 2, 126),
        (991, 645, 10, 188),
        (992, 4152, 1, 67),
        (993, 984, 6, 168),
        (994, 2148, 18, 254),
        (995, 4260, 9, 83),
        (996, 989, 2, 261),
        (997, 2822, 13, 175),
        (998, 2631, 7, 200),
        (999, 760, 2, 86),
        (1000, 1918, 10, 104),
