Ticket_NO,Passenger_ID,Train_No,Ticket_Price
1510,3448,12,108
1511,2526,10,197
1512,3533,11,134
1513,7056,12,157
1514,3812,6,195
1515,3182,18,196
1516,6886,18,294
1517,3503,17,189
1518,8371,1,94
1519,96,14,110
1520,4833,11,266
1521,7,2,191
1522,3415,8,101
1523,3462,18,203
1524,3861,15,111
1525,5618,16,105
1526,2671,5,171
1527,6480,16,197
1528,6690,14,163
1529,4958,13,259
1530,6338,6,236
1531,9818,14,189
1532,7160,7,182
1533,5873,6,120
1534,6232,7,61
1535,3940,8,209
1536,6018,9,79
1537,8825,14,296
1538,2300,5,258
1539,5642,6,159
1540,22,15,296
1541,2933,3,229
1542,3114,16,81
1543,847,1,71
1544,1793,18,267
1545,7977,18,117
1546,3609,4,283
1547,3165,7,165
1548,1751,20,215
1549,5965,15,146
1550,6520,16,113
1551,4386,16,275
1552,257,6,123
1553,494,5,122
1554,7037,3,76
1555,8491,14,145
1556,602,9,130
1557,6946,13,220
1558,5846,4,207
1559,3767,14,190
1560,7041,20,193
1561,2578,15,64
1562,6504,7,131
1563,4965,3,232
1564,9049,15,64
1565,1433,16,220
1566,5599,10,289
1567,10000,1,236
1568,9781,5,195
1569,6802,7,129
1570,9766,13,283
1571,1240,13,95
1572,2918,16,158
1573,8828,19,285
1574,7366,20,229
1575,3802,12,122
1576,8371,4,120
1577,891,8,61
1578,9145,2,162
1579,2366,11,104
1580,8085,14,212
1581,5921,12,75
1582,3100,19,287
1583,2463,17,264
1584,7996,11,230
1585,9540,1,146
1586,5750,19,135
1587,4839,14,192
1588,6465,20,167
1589,1287,20,288
1590,5193,20,255
1591,6174,3,93
1592,6754,9,133
1593,5123,12,161
1594,3425,13,68
1595,9854,16,157
1596,8468,17,186
1597,5205,14,210
1598,6000,2,173
1599,4827,13,71
1600,9875,7,239
1601,2505,12,294
1602,7308,2,106
1603,1207,13,232
1604,6938,12,173
1605,5011,19,66
1606,1616,7,93
1607,5881,5,84
1608,7743,4,176
1609,3730,14,176
1610,7057,17,234
1611,9693,3,209
1612,2933,18,299
1613,3203,6,198
1614,2533,5,205
1615,8412,1,180
1616,6781,13,150
1617,5011,20,255
1618,6898,3,65
1619,7734,11,100
1620,7108,15,233
1621,4449,10,167
1622,5304,3,213
1623,7154,9,91
1624,561,18,204
1625,8570,9,56
1626,899,9,225
1627,9447,20,236
1628,4578,12,188
1629,1215,9,178
1630,2802,13,140
1631,6228,7,79
1632,6394,17,75
1633,8642,7,54
1634,6943,3,160
1635,4339,14,287
1636,1427,17,189
1637,8234,17,227
1638,8711,13,199
1639,6505,1,145
1640,5323,13,126
1641,303,20,214
1642,2793,3,252
1643,2293,11,97
1644,6532,14,269
1645,5996,2,252
1646,802,11,172
1647,7410,5,235
1648,795,11,71
1649,8302,18,97
1650,264,8,227
1651,2084,3,205
1652,9166,1,170
1653,6653,1,142
1654,2425,19,260
1655,4314,2,141
1656,1102,10,163
1657,9636,9,162
1658,5659,13,186
1659,6,5,186
1660,4816,4,232
1661,5629,11,298
1662,4348,1,234
1663,3648,14,264
1664,4438,16,128
1665,8097,10,200
1666,936,7,155
1667,1772,12,287
1668,6921,8,189
1669,8306,1,134
1670,7776,12,159
1671,8503,17,228
1672,4539,6,209
1673,2148,3,244
1674,1504,18,286
1675,2855,4,64
1676,1319,18,272
1677,1123,9,281
1678,8580,16,115
1679,541,7,94
1680,8458,6,193
1681,7747,8,190
1682,4172,20,289
1683,2607,10,216
1684,8579,13,239
1685,2921,17,98
1686,9273,1,138
1687,1808,17,61
1688,5738,12,226
1689,2156,11,195
1690,983,17,202
1691,4849,14,198
1692,6670,12,88
1693,9645,11,207
1694,144,6,242
1695,7816,1,117
1696,3034,13,284
1697,5905,12,297
1698,313,15,128
1699,5821,3,175
1700,4041,20,248
1701,8319,11,216
1702,6715,17,168
1703,231,9,264
1704,9668,7,297
1705,3535,11,115
1706,2850,20,57
1707,9699,19,207
1708,70,7,257
1709,6635,16,296
1710,662,6,103
1711,6035,14,150
1712,3404,2,200
1713,2829,15,254
1714,4119,5,242
1715,1300,6,246
1716,9539,15,123
1717,825,7,90
1718,810,13,223
1719,2596,3,101
1720,4056,4,136
1721,2211,20,76
1722,3211,9,78
1723,8381,15,247
1724,1694,14,206
1725,3563,2,55
1726,5215,12,72
1727,8699,12,230
1728,9585,12,293
1729,2565,20,260
1730,920,20,250
1731,1139,12,270
1732,6942,7,233
1733,2746,19,156
1734,1858,19,139
1735,3098,10,133
1736,5087,13,85
1737,765,16,171
1738,610,13,100
1739,753,12,173
1740,3923,7,204
1741,6516,16,76
1742,2197,20,219
1743,8058,2,154
1744,657,16,118
1745,5677,19,156
1746,192,9,254
1747,7131,18,137
1748,9599,13,164
1749,5513,1,281
1750,1282,5,85
1751,6832,10,168
1752,8731,16,208
1753,6061,19,254
1754,6848,12,263
1755,9700,4,269
1756,5839,3,74
1757,7680,20,260
1758,2302,13,126
1759,5565,5,248
1760,1030,15,153
1761,3274,16,114
1762,6625,2,190
1763,7752,1,106
1764,1337,17,159
1765,456,18,119
1766,8856,7,150
1767,9232,3,245
1768,3458,6,100
1769,4533,11,237
1770,67,1,278
1771,6529,12,211
1772,5876,8,180
1773,9454,2,254
1774,8544,1,225
1775,8213,16,295
1776,3671,20,85
1777,397,2,227
1778,6463,5,210
1779,3760,13,159
1780,5738,18,244
1781,6956,9,60
1782,550,20,51
1783,4745,18,191
1784,3554,17,252
1785,4826,8,146
1786,3687,13,127
1787,7810,8,168
1788,2092,12,205
1789,2260,16,224
1790,2432,16,119
1791,2797,7,231
1792,2699,1,127
1793,3677,11,210
1794,264,8,281
1795,7044,11,257
1796,3405,13,290
1797,5726,12,81
1798,6777,18,192
1799,3065,12,209
1800,7536,17,218
1801,2129,18,247
1802,1517,3,158
1803,8827,14,219
1804,3933,13,140
1805,5191,11,125
1806,9399,15,109
1807,9262,2,106
1808,2317,1,229
1809,2697,11,119
1810,7934,12,167
1811,4074,19,100
1812,6138,16,243
1813,9414,16,289
1814,4403,4,265
1815,6065,5,248
1816,6141,14,180
1817,4461,12,155
1818,8986,13,105
1819,670,7,271
1820,7225,10,219
1821,6734,7,162
1822,8058,9,272
1823,515,14,79
1824,9914,4,102
1825,8722,20,266
1826,6855,13,159
1827,2180,15,290
1828,6600,14,141
1829,1266,2,162
1830,3640,8,275
1831,1893,7,270
1832,6174,8,111
1833,868,9,206
1834,5482,12,172
1835,1966,15,111
1836,6550,2,171
1837,9890,14,268
1838,1148,14,54
1839,3546,15,131
1840,133,19,225
1841,3465,15,52
1842,8950,1,176
1843,8643,2,279
1844,3527,6,60
1845,5384,3,255
1846,3952,5,229
1847,3519,8,191
1848,3532,9,144
1849,1289,15,90
1850,4984,15,139
1851,5542,17,142
1852,7950,6,290
1853,9076,14,68
1854,4957,9,221
1855,1500,4,186
1856,9174,5,250
1857,8705,14,184
1858,8837,12,118
1859,6336,11,191
1860,6854,4,173
1861,9314,2,62
1862,6691,16,103
1863,3634,17,133
1864,8841,13,232
1865,4416,6,134
1866,3790,20,274
1867,3125,18,166
1868,9989,5,78
1869,7437,16,56
1870,69,7,201
1871,9520,20,180
1872,2728,20,187
1873,3914,11,276
1874,3217,2,62
1875,4883,3,191
1876,151,17,56
1877,7168,4,161
1878,4489,5,82
1879,3349,2,100
1880,4943,4,74
1881,5663,6,286
1882,595,19,187
1883,4771,13,94
1884,1924,14,187
1885,3065,9,268
1886,9916,19,165
1887,8063,13,248
1888,5092,17,235
1889,6799,13,108
1890,1089,19,265
1891,2211,8,240
1892,827,7,294
1893,8765,12,139
1894,9099,13,224
1895,1672,11,258
1896,5510,18,72
1897,1377,10,155
1898,5838,9,137
1899,6297,7,107
1900,3843,20,201
1901,5945,6,227
1902,7654,18,271
1903,3073,2,292
1904,3714,7,145
1905,2157,11,284
1906,9884,6,182
1907,5693,9,79
1908,5136,15,75
1909,9036,10,284
1910,4981,7,299
1911,3702,6,283
1912,9511,19,228
1913,2537,11,260
1914,6570,7,57
1915,7046,19,213
1916,6039,3,280
1917,8745,13,278
1918,3306,20,181
1919,7235,14,193
1920,4994,1,91
1921,766,17,254
1922,9776,14,138
1923,4649,18,176
1924,6467,9,147
1925,2492,15,152
1926,7273,20,198
1927,773,20,183
1928,8417,5,145
1929,1261,3,144
1930,8499,1,180
1931,8948,20,90
1932,7271,18,197
1933,5525,15,139
1934,3278,12,61
1935,5443,10,280
1936,641,8,109
1937,8955,17,103
1938,7044,18,166
1939,7465,10,210
1940,3906,11,198
1941,3897,19,158
1942,1388,13,266
1943,1311,1,261
1944,6458,8,292
1945,5271,19,133
1946,6794,11,238
1947,6766,12,128
1948,5438,6,207
1949,1718,1,249
1950,5377,3,219
1951,639,15,59
1952,4616,14,269
1953,6081,12,121
1954,5386,5,197
1955,7081,9,198
1956,1497,17,62
1957,8824,8,269
1958,9873,1,167
1959,2013,1,284
1960,2943,20,227
1961,1715,6,126
1962,9943,1,161
1963,6921,11,163
1964,7165,9,298
1965,4553,16,67
1966,3571,2,292
1967,22,9,122
1968,6627,20,130
1969,8760,19,116
1970,9794,2,281
1971,4852,10,64
1972,4811,11,255
1973,8015,6,125
1974,204,5,92
1975,9154,12,239
1976,1073,19,170
1977,6706,2,99
1978,5879,1,232
1979,1740,17,81
1980,6237,7,121
1981,6646,6,247
1982,3800,14,275
1983,4395,19,145
1984,8129,20,285
1985,5011,12,109
1986,7508,17,114
1987,4388,12,149
1988,2803,12,159
1989,5795,5,232
1990,1220,19,146
1991,3529,11,299
1992,2057,2,126
1993,6222,8,172
1994,645,10,188
1995,8448,13,119
1996,4152,1,67
1997,7643,14,243
1998,6621,5,66
1999,984,6,168
2000,9077,14,67
2001,2148,18,254
2002,4260,9,83
2003,989,2,261
2004,8163,10,225
2005,5657,11,154
2006,7723,18,140
2007,2822,13,175
2008,2631,7,200
2009,9769,11,207
2010,760,2,86
2011,1918,10,104
2012,4253,14,115
2013,390,14,295
2014,4619,16,164
2015,1982,13,293
2016,7558,12,136
2017,4461,7,164
2018,4217,6,158
2019,1284,18,300
2020,9434,17,241
2021,7489,4,263
2022,4087,11,233
2023,6079,5,163
2024,6535,20,111
2025,3026,7,135
2026,4168,19,260
2027,1850,6,186
2028,120,10,221
2029,8779,3,52
2030,7588,1,247
2031,6763,19,153
2032,455,18,285
2033,1524,6,177
2034,7413,14,230
2035,2622,6,84
2036,9719,20,165
2037,1898,7,75
2038,1949,11,197
2039,8153,14,108
2040,8442,12,109
2041,302,15,148
2042,7692,8,237
2043,3999,19,140
2044,2025,17,73
2045,1311,1,78
2046,6348,1,215
2047,6568,6,207
2048,5256,3,58
2049,6721,3,161
2050,2136,15,280
2051,4828,14,264
2052,8394,6,65
2053,9722,7,115
2054,4600,16,271
2055,9657,2,99
2056,3292,15,55
2057,1325,18,119
2058,7597,3,175
2059,6290,15,176
2060,5710,18,74
2061,456,4,110
2062,5799,3,175
2063,7135,8,174
2064,5923,7,287
2065,8953,4,100
2066,993,8,71
2067,2790,2,74
2068,428,5,141
2069,1970,13,126
2070,5933,10,138
2071,5717,12,288
2072,9911,20,56
2073,6617,19,244
2074,2880,8,83
2075,5773,12,154
2076,8495,1,179
2077,8243,6,75
2078,802,6,237
2079,7164,9,237
2080,3797,7,72
2081,7683,5,168
2082,545,10,147
2083,9968,17,130
2084,7894,18,195
2085,491,17,245
2086,950,2,185
2087,1689,11,277
2088,526,11,252
2089,5866,17,122
2090,3031,10,108
2091,5052,9,239
2092,4011,14,218
2093,5120,12,270
2094,6537,16,239
2095,1010,3,185
2096,7886,4,241
2097,9380,20,274
2098,4135,13,288
2099,8316,15,161
2100,4537,5,86
2101,8295,19,108
2102,1919,12,175
2103,3432,13,245
2104,9943,18,282
2105,7222,12,65
2106,843,3,149
2107,9946,12,289
2108,8620,18,115
2109,3400,7,237
2110,4318,18,109
2111,6825,1,148
2112,4296,18,210
2113,1368,10,78
2114,4989,3,296
2115,5333,17,132
2116,7122,18,244
2117,8647,19,120
2118,6531,8,78
2119,1876,7,238
2120,6738,8,256
2121,1765,7,207
2122,9731,11,202
2123,2103,18,240
2124,1841,16,156
2125,7631,19,123
2126,5197,7,159
2127,6200,5,171
2128,9380,5,120
2129,2858,11,91
2130,2144,19,187
2131,6157,8,171
2132,7802,4,119
2133,9012,2,132
2134,7703,17,230
2135,6150,14,223
2136,2268,19,72
2137,4202,8,235
2138,1398,6,191
2139,5534,19,179
2140,3195,8,284
2141,8450,7,255
2142,5982,2,75
2143,6132,12,258
2144,7208,5,286
2145,1099,11,147
2146,7361,1,287
2147,9832,6,197
2148,2107,20,61
2149,2970,2,278
2150,1490,10,78
2151,6069,5,229
2152,7887,2,71
2153,5468,10,158
2154,9239,1,248
2155,3211,6,89
2156,4520,15,112
2157,5036,17,85
2158,2088,9,110
2159,3724,14,162
2160,2064,17,120
2161,370,3,59
2162,833,20,90
2163,3492,7,226
2164,9651,6,255
2165,9100,3,113
2166,7946,13,129
2167,2501,12,300
2168,9896,13,251
2169,3098,2,84
2170,4193,15,299
2171,629,11,92
2172,8712,10,197
2173,3776,13,149
2174,8871,7,108
2175,364,19,250
2176,8351,3,151
2177,1845,12,296
2178,2261,19,217
2179,6196,8,280
2180,6745,5,89
2181,2676,14,251
2182,3482,3,115
2183,4511,3,259
2184,7680,4,192
2185,4756,14,54
2186,2292,9,196
2187,8726,10,114
2188,4619,10,60
2189,587,19,156
2190,597,7,50
2191,3453,14,118
2192,6467,20,293
2193,8225,8,258
2194,1584,9,201
2195,5984,19,277
2196,5271,10,167
2197,3613,5,220
2198,2835,15,226
2199,3015,16,262
2200,9785,12,67
2201,7473,14,149
2202,9216,6,50
2203,9584,12,298
2204,8157,3,149
2205,999,10,125
2206,7295,18,113
2207,1405,10,270
2208,8863,2,166
2209,9154,11,89
2210,4423,8,141
2211,4545,1,299
2212,9087,16,78
2213,8342,5,131
2214,7322,12,109
2215,5486,4,67
2216,2583,9,169
2217,8073,4,269
2218,3755,15,122
2219,1153,14,206
2220,5945,16,186
2221,6512,7,133
2222,586,16,266
2223,7827,10,112
2224,5694,5,145
2225,7828,15,285
2226,6043,16,121
2227,7461,1,100
2228,6388,15,233
2229,612,16,150
2230,7207,5,173
2231,7311,2,249
2232,1333,2,184
2233,7066,8,186
2234,626,14,104
2235,3803,15,276
2236,3724,1,263
2237,7776,6,138
2238,9231,12,191
2239,2567,7,65
2240,9411,6,265
2241,4699,11,251
2242,2265,15,140
2243,1927,9,92
2244,376,3,273
2245,3139,18,83
2246,3236,12,240
2247,4398,15,170
2248,8020,20,191
2249,5546,15,189
2250,8759,8,130
2251,1855,13,196
2252,4997,15,206
2253,3956,5,185
2254,1618,16,127
2255,5452,1,170
2256,8004,4,255
2257,8096,9,287
2258,8513,10,193
2259,8484,10,65
2260,9827,1,60
2261,5374,1,121
2262,5871,11,152
2263,4085,11,268
2264,5330,6,70
2265,4605,3,72
2266,1249,11,205
2267,4016,9,151
2268,5073,12,221
2269,6626,4,274
2270,7100,14,282
2271,4615,12,248
2272,6428,17,284
2273,7066,10,136
2274,2947,7,66
2275,1903,4,77
2276,9371,19,277
2277,2564,18,190
2278,8263,17,125
2279,68,10,199
2280,7715,12,62
2281,597,13,230
2282,3751,11,105
2283,7112,5,199
2284,5570,18,105
2285,7573,7,194
2286,1904,19,72
2287,694,2,174
2288,6901,18,93
2289,7265,2,292
2290,8156,17,75
2291,433,4,157
2292,893,16,242
2293,8665,1,225
2294,525,7,50
2295,1515,3,129
2296,7125,7,174
2297,3470,17,288
2298,8883,1,218
2299,667,20,248
2300,9452,13,76
2301,3687,10,59
2302,2052,12,161
2303,1347,15,64
2304,2190,6,247
2305,9710,10,111
2306,4921,20,88
2307,7276,4,276
2308,8290,4,243
2309,6747,11,171
2310,5825,14,271
2311,3430,18,175
2312,8992,20,94
2313,4,7,270
2314,6300,7,179
2315,7964,2,183
2316,2182,1,77
2317,8932,11,182
2318,540,19,243
2319,5879,15,169
2320,3362,19,189
2321,259,9,285
2322,6398,16,79
2323,3009,20,160
2324,6611,4,87
2325,2059,17,194
2326,4555,13,125
2327,8039,15,97
2328,7447,5,288
2329,7587,13,63
2330,8569,7,164
2331,1457,10,134
2332,3859,18,209
2333,6941,14,241
2334,9779,5,259
2335,976,15,86
2336,6474,7,195
2337,8452,16,274
2338,4969,16,172
2339,8344,11,229
2340,630,9,183
2341,7787,14,145
2342,941,16,179
2343,3379,3,214
2344,6411,2,297
2345,5007,15,56
2346,9624,18,182
2347,9973,7,232
2348,7094,9,56
2349,1495,10,138
2350,6130,8,55
2351,691,3,73
2352,5920,3,95
2353,6475,8,251
2354,8577,15,195
2355,6156,13,51
2356,5261,18,199
2357,257,16,91
2358,8601,15,172
2359,733,13,70
2360,4152,16,89
2361,5681,14,284
2362,7020,12,68
2363,251,4,239
2364,7157,5,140
2365,4508,3,266
2366,9687,16,185
2367,259,13,106
2368,3874,5,65
2369,6728,19,52
2370,9800,19,218
2371,7216,17,226
2372,2740,8,206
2373,8190,5,189
2374,2128,1,65
2375,3741,2,240
2376,2365,9,150
2377,220,18,236
2378,5777,15,240
2379,797,9,275
2380,5228,4,96
2381,651,2,137
2382,2062,3,193
2383,3599,13,91
2384,9823,19,102
2385,5778,18,218
2386,157,9,268
2387,4315,1,269
2388,6531,2,176
2389,1106,15,272
2390,2398,18,151
2391,9283,14,297
2392,1043,15,210
2393,6966,13,172
2394,6973,19,276
2395,3549,2,148
2396,7561,8,149
2397,826,12,221
2398,8596,1,187
2399,144,15,182
2400,503,20,147
2401,3589,7,103
2402,6428,17,129
2403,7510,15,262
2404,4855,9,219
2405,2206,4,292
2406,307,16,247
2407,7928,11,272
2408,2955,17,136
2409,8749,5,151
2410,2527,20,145
2411,6249,6,283
2412,6003,14,232
2413,8023,5,106
2414,7196,18,99
2415,8531,18,288
2416,4435,6,276
2417,1222,13,207
2418,4175,5,253
2419,3573,3,165
2420,2206,11,152
2421,2810,20,283
2422,424,5,273
2423,8147,10,207
2424,8015,1,205
2425,5133,12,77
2426,435,15,50
2427,1722,19,134
2428,3544,5,172
2429,2774,7,77
2430,6328,8,130
2431,3260,10,295
2432,1087,5,279
2433,9571,6,151
2434,9562,2,114
2435,4407,17,56
2436,3396,17,147
2437,8494,9,228
2438,8028,13,128
2439,6858,14,98
2440,8880,19,219
2441,9918,8,115
2442,3949,11,103
2443,23,2,125
2444,7381,18,75
2445,1983,9,88
2446,4485,6,63
2447,3410,10,108
2448,6949,10,110
2449,3002,7,74
2450,8786,16,125
2451,8756,11,110
2452,5155,12,238
2453,3850,3,268
2454,7584,13,195
2455,9327,6,185
2456,5252,10,78
2457,1579,3,225
2458,9321,2,289
2459,8307,11,169
2460,9964,8,84
2461,6593,15,73
2462,9861,2,251
2463,4110,3,132
2464,9032,12,236
2465,8035,20,125
2466,3325,17,161
2467,6249,8,216
2468,8704,2,87
2469,5779,8,55
2470,2269,11,240
2471,1710,4,205
2472,2515,17,192
2473,1201,3,245
2474,3504,11,260
2475,9529,13,57
2476,4956,16,217
2477,6278,18,241
2478,7096,20,91
2479,5374,16,63
2480,3712,1,157
2481,9668,4,135
2482,60,19,255
2483,9519,3,121
2484,4419,6,88
2485,9708,6,231
2486,4562,11,299
2487,22,20,107
2488,8937,10,235
2489,7258,15,139
2490,6237,18,99
2491,449,16,185
2492,8170,17,186
2493,987,7,58
2494,4949,13,226
2495,1563,3,152
2496,6751,11,254
2497,5311,4,59
2498,4310,6,140
2499,9999,16,142
2500,182,6,280
2501,1893,19,107
2502,433,4,274
2503,8324,9,277
2504,13,7,73
2505,1557,16,227
2506,2991,2,174
2507,9477,2,173
2508,9211,13,160
2509,9613,12,290
2510,3376,6,239
2511,3140,6,110
2512,6147,5,116
2513,9646,8,156
2514,6524,10,283
2515,4449,2,170
2516,9348,18,107
2517,8684,20,131
2518,5329,18,193
2519,3979,10,110
2520,8668,2,211
2521,4309,8,148
2522,3310,5,220
2523,886,20,99
2524,5632,3,58
2525,4549,3,149
2526,873,5,113
2527,7619,19,140
2528,5116,9,80
2529,5131,5,138
2530,4927,14,56
2531,3048,14,237
2532,1476,9,137
2533,1305,20,246
2534,4143,3,93
2535,9398,12,206
2536,7788,18,142
2537,9205,14,148
2538,5642,8,126
2539,4630,6,277
2540,2922,13,94
2541,4448,17,115
2542,7548,10,69
2543,1515,8,98
2544,9465,15,273
2545,3640,11,277
2546,3779,8,219
2547,4786,20,283
2548,1822,18,76
2549,7309,2,267
2550,4617,19,210
2551,4182,6,91
2552,7234,4,189
2553,2188,12,157
2554,3729,20,103
2555,4809,6,54
2556,7264,15,284
2557,5664,3,218
2558,1184,19,97
2559,3019,14,96
2560,9539,15,173
2561,4532,9,297
2562,1224,19,151
2563,7294,2,285
2564,2988,6,260
2565,7608,17,291
2566,9962,9,211
2567,1172,9,253
2568,3702,11,211
2569,1903,5,77
2570,7161,5,289
2571,8285,15,205
2572,8289,17,219
2573,4886,12,173
2574,4890,6,56
2575,1555,6,231
2576,8653,17,262
2577,7913,10,180
2578,4074,11,293
2579,663,18,273
2580,2451,4,290
2581,7658,1,274
2582,768,11,72
2583,4594,20,134
2584,4190,17,237
2585,9166,17,94
2586,1686,5,249
2587,9505,9,292
2588,3898,3,149
2589,9771,2,237
2590,8903,9,258
2591,2208,11,110
2592,7237,5,214
2593,1554,16,159
2594,1286,13,214
2595,1283,18,273
2596,896,13,172
2597,1399,2,269
2598,2456,18,152
2599,3450,12,255
2600,7314,11,101
2601,4510,10,252
2602,389,14,240
2603,7276,7,57
2604,9000,16,179
2605,3259,13,195
2606,4396,20,54
2607,3557,3,282
2608,390,3,200
2609,2728,8,60
2610,8507,19,85
2611,3477,20,83
2612,539,17,297
2613,4713,15,153
2614,2665,1,207
2615,2282,10,263
2616,5056,17,101
2617,6764,8,68
2618,2333,8,99
2619,907,6,151
2620,7371,4,252
2621,5198,14,214
2622,5612,8,108
2623,3693,19,116
2624,6708,10,226
2625,4094,3,233
2626,1041,5,267
2627,3025,18,125
2628,4605,11,232
2629,8197,16,263
2630,676,14,221
2631,7606,15,161
2632,7497,20,234
2633,4204,15,176
2634,5053,5,246
2635,2627,13,67
2636,4440,12,60
2637,6855,14,53
2638,9331,19,162
2639,2166,9,76
2640,8341,9,292
2641,6693,20,211
2642,466,1,224
2643,6229,11,235
2644,9281,14,159
2645,2290,11,291
2646,2502,10,134
2647,9970,4,89
2648,7290,3,154
2649,6470,1,265
2650,2873,9,136
2651,8454,11,152
2652,3446,19,107
2653,1006,16,208
2654,201,17,208
2655,3964,7,100
2656,3943,7,276
2657,6274,17,254
2658,4068,6,206
2659,455,16,190
2660,9926,16,206
2661,1724,7,253
2662,5442,16,87
2663,1328,12,255
2664,7649,17,124
2665,6771,7,108
2666,7802,20,260
2667,4274,14,273
2668,2307,5,190
2669,813,6,117
2670,9854,20,185
2671,9448,11,278
2672,8368,6,226
2673,9394,6,260
2674,8164,18,287
2675,2637,9,264
2676,3588,12,244
2677,8275,17,231
2678,7069,8,208
2679,6449,8,270
2680,6597,14,108
2681,1450,7,123
2682,3031,11,111
2683,551,19,197
2684,101,10,235
2685,3990,11,236
2686,6382,2,121
2687,1963,11,56
2688,8762,13,138
2689,5486,5,170
2690,2825,5,130
2691,1302,16,186
2692,356,9,102
2693,3084,2,151
2694,582,3,208
2695,5499,10,206
2696,1524,15,300
2697,4845,9,193
2698,4024,18,50
2699,1546,15,299
2700,1887,4,245
2701,8781,6,70
2702,1354,19,85
2703,7681,3,240
2704,8976,16,101
2705,9450,8,126
2706,4154,3,282
2707,88,4,178
2708,7447,18,280
2709,7748,7,152
2710,5685,10,170
2711,4091,20,209
2712,4339,15,206
2713,3730,4,180
2714,1690,13,289
2715,8084,6,130
2716,8444,4,54
2717,3281,20,266
2718,2467,12,160
2719,8338,20,82
2720,8093,5,233
2721,8721,17,209
2722,8055,1,115
2723,7304,3,61
2724,9603,4,51
2725,5352,4,250
2726,587,15,292
2727,4996,17,284
2728,7063,15,295
2729,3218,4,69
2730,791,8,213
2731,128,14,287
2732,6788,11,162
2733,8628,20,259
2734,1912,20,220
2735,45,6,77
2736,6733,13,106
2737,7035,4,256
2738,9790,18,225
2739,1705,20,56
2740,4301,5,81
2741,7617,6,219
2742,7607,4,110
2743,815,7,191
2744,7327,4,55
2745,5294,7,63
2746,5525,12,137
2747,7161,7,114
2748,2365,9,272
2749,9718,5,189
2750,2915,6,125
2751,8732,14,71
2752,7422,5,164
2753,9611,14,128
2754,6240,4,195
2755,7315,4,223
2756,5400,20,243
2757,2871,16,181
2758,3983,7,171
2759,9926,2,102
2760,8889,19,62
2761,8449,10,61
2762,6254,2,186
2763,1953,8,275
2764,3883,3,280
2765,3761,5,250
2766,8432,9,260
2767,7350,18,161
2768,6835,8,261
2769,3243,15,184
2770,1534,4,161
2771,7316,5,151
2772,1036,14,74
2773,4266,17,174
2774,911,6,151
2775,4993,9,77
2776,5303,6,263
2777,1322,10,50
2778,8374,2,236
2779,449,4,55
2780,4392,9,299
2781,4922,4,80
2782,5633,19,67
2783,2695,7,167
2784,6741,4,225
2785,2742,3,202
2786,9339,15,188
2787,1853,13,192
2788,4496,12,144
2789,8177,20,121
2790,6113,11,108
2791,1664,6,216
2792,5256,4,235
2793,859,9,131
2794,9463,3,81
2795,7126,13,282
2796,607,13,280
2797,645,4,299
2798,5315,2,177
2799,1107,14,227
2800,8944,14,299
2801,6051,8,107
2802,323,6,52
2803,9764,2,272
2804,8805,2,112
2805,5793,14,130
2806,8342,1,253
2807,3990,2,195
2808,8385,11,136
2809,3470,11,201
2810,6812,2,256
2811,3433,10,88
2812,6757,11,51
2813,4744,6,97
2814,5683,3,132
2815,6056,15,120
2816,3271,10,249
2817,9626,7,250
2818,5427,15,116
2819,9278,19,136
2820,8668,12,135
2821,7430,15,102
2822,6718,13,169
2823,7927,12,235
2824,4530,4,98
2825,7747,19,145
2826,3593,3,246
2827,2503,18,121
2828,7327,17,168
2829,1609,12,114
2830,8158,1,206
2831,1310,14,77
2832,7982,15,230
2833,9699,4,231
2834,7607,1,106
2835,1126,19,79
2836,3823,18,142
2837,3498,15,291
2838,7608,16,161
2839,6861,7,226
2840,7881,19,100
2841,9355,11,213
2842,768,17,153
2843,2177,18,117
2844,5685,2,224
2845,5638,5,252
2846,3419,10,137
2847,4369,17,96
2848,4979,3,130
2849,6973,11,118
2850,7500,3,216
2851,943,15,214
2852,6862,12,91
2853,1257,3,107
2854,7171,20,97
2855,759,12,273
2856,8366,8,55
2857,6389,16,273
2858,5178,5,120
2859,3650,15,221
2860,7772,10,120
2861,9231,9,127
2862,2458,14,88
2863,2780,15,161
2864,5596,7,240
2865,5067,8,97
2866,9010,4,157
2867,9795,8,256
2868,653,8,295
2869,5295,14,93
2870,9787,17,270
2871,153,13,231
2872,2101,14,162
2873,8573,4,122
2874,5095,3,102
2875,6638,20,231
2876,4167,16,90
2877,6706,4,146
2878,1904,11,94
2879,8520,6,117
2880,5775,1,285
2881,8557,9,84
2882,3968,8,299
2883,1613,17,248
2884,1888,16,75
2885,2652,14,209
2886,5054,4,107
2887,1828,20,205
2888,4905,4,183
2889,8777,16,212
2890,22,2,80
2891,8455,13,83
2892,815,5,238
2893,5035,17,201
2894,6774,6,160
2895,9831,16,118
2896,3897,15,111
2897,7684,10,52
2898,4379,10,109
2899,4327,9,210
2900,3482,4,157
2901,9626,6,260
2902,6536,1,165
2903,3307,8,164
2904,7152,7,194
2905,9062,11,145
2906,5924,1,300
2907,1198,15,86
2908,9592,17,94
2909,4577,11,173
2910,8353,17,240
2911,1764,11,163
2912,9656,1,236
2913,647,18,96
2914,4928,7,281
2915,5809,17,120
2916,8586,11,140
2917,3596,9,248
2918,2176,15,283
2919,5063,15,227
2920,6818,3,90
2921,1545,10,210
